0.2550E+02  0.1993E+04  0.7126E+03  0.6510E+03  0.4921E+03  0.2469E+07  0.9463E+06  0.6835E+06  0.5066E+06  0.2909E+06  0.2320E+06
0.2600E+02  0.1937E+04  0.7126E+03  0.6165E+03  0.4885E+03  0.2595E+07  0.9806E+06  0.1023E+07  0.6326E+06  0.4512E+06  0.2825E+06
0.2650E+02  0.1895E+04  0.7126E+03  0.5782E+03  0.4832E+03  0.3364E+07  0.9533E+06  0.8734E+06  0.6230E+06  0.3089E+06  0.1971E+06
0.2700E+02  0.1842E+04  0.7126E+03  0.5474E+03  0.4766E+03  0.2429E+07  0.9878E+06  0.7794E+06  0.5192E+06  0.2285E+06  0.2273E+06
0.2750E+02  0.1779E+04  0.7126E+03  0.5124E+03  0.4693E+03  0.2117E+07  0.9450E+06  0.6251E+06  0.4317E+06  0.2171E+06  0.2211E+06
0.2800E+02  0.1733E+04  0.7126E+03  0.4821E+03  0.4613E+03  0.1818E+07  0.9414E+06  0.5494E+06  0.5288E+06  0.2666E+06  0.2068E+06
0.2850E+02  0.1676E+04  0.7126E+03  0.4533E+03  0.4517E+03  0.2306E+07  0.9024E+06  0.4499E+06  0.3523E+06  0.1794E+06  0.1848E+06
0.2900E+02  0.1630E+04  0.7126E+03  0.4256E+03  0.4427E+03  0.1885E+07  0.9717E+06  0.6188E+06  0.4430E+06  0.1798E+06  0.2110E+06
0.2950E+02  0.1579E+04  0.7126E+03  0.3999E+03  0.4312E+03  0.1838E+07  0.8232E+06  0.6963E+06  0.4591E+06  0.2005E+06  0.1442E+06
0.3000E+02  0.1528E+04  0.7126E+03  0.3758E+03  0.4215E+03  0.1721E+07  0.9012E+06  0.5200E+06  0.3982E+06  0.1648E+06  0.1672E+06
