0.2000E+02  0.6130E-03  0.4707E-04  0.1412E-03  0.9712E-04  0.3237E-04  0.9712E-04  0.1619E-03  0.2369E-05  0.7106E-05  0.6370E-05  0.2123E-05  0.6370E-05  0.1062E-04  0.4527E-07  0.4527E-07  0.1872E-06  0.1358E-06  0.1358E-06  0.5615E-06  0.2413E-07  0.2413E-07  0.1137E-06  0.8581E-09  0.8581E-09  0.4551E-08
0.2050E+02  0.5385E-03  0.4098E-04  0.1229E-03  0.8597E-04  0.2866E-04  0.8597E-04  0.1433E-03  0.1990E-05  0.5970E-05  0.5446E-05  0.1815E-05  0.5446E-05  0.9077E-05  0.3552E-07  0.3552E-07  0.1490E-06  0.1065E-06  0.1065E-06  0.4469E-06  0.1827E-07  0.1827E-07  0.8788E-07  0.6314E-09  0.6314E-09  0.3406E-08
0.2100E+02  0.4739E-03  0.3572E-04  0.1072E-03  0.7622E-04  0.2541E-04  0.7622E-04  0.1270E-03  0.1675E-05  0.5025E-05  0.4663E-05  0.1554E-05  0.4663E-05  0.7772E-05  0.2765E-07  0.2765E-07  0.1183E-06  0.8295E-07  0.8295E-07  0.3550E-06  0.1399E-07  0.1399E-07  0.6795E-07  0.4689E-09  0.4689E-09  0.2561E-08
0.2150E+02  0.4173E-03  0.3117E-04  0.9352E-04  0.6759E-04  0.2253E-04  0.6759E-04  0.1126E-03  0.1412E-05  0.4236E-05  0.3998E-05  0.1333E-05  0.3998E-05  0.6663E-05  0.2184E-07  0.2184E-07  0.9439E-07  0.6552E-07  0.6552E-07  0.2832E-06  0.1064E-07  0.1064E-07  0.5270E-07  0.3494E-09  0.3494E-09  0.1932E-08
0.2200E+02  0.3682E-03  0.2726E-04  0.8177E-04  0.6003E-04  0.2001E-04  0.6003E-04  0.1001E-03  0.1192E-05  0.3577E-05  0.3433E-05  0.1144E-05  0.3433E-05  0.5722E-05  0.1715E-07  0.1715E-07  0.7531E-07  0.5146E-07  0.5146E-07  0.2259E-06  0.8176E-08  0.8176E-08  0.4108E-07  0.2606E-09  0.2606E-09  0.1470E-08
0.2250E+02  0.3250E-03  0.2384E-04  0.7153E-04  0.5335E-04  0.1778E-04  0.5335E-04  0.8892E-04  0.1008E-05  0.3025E-05  0.2950E-05  0.9834E-06  0.2950E-05  0.4917E-05  0.1350E-07  0.1350E-07  0.6042E-07  0.4050E-07  0.4050E-07  0.1813E-06  0.6254E-08  0.6254E-08  0.3196E-07  0.1940E-09  0.1940E-09  0.1113E-08
0.2300E+02  0.2873E-03  0.2090E-04  0.6271E-04  0.4745E-04  0.1582E-04  0.4745E-04  0.7909E-04  0.8544E-06  0.2563E-05  0.2538E-05  0.8461E-06  0.2538E-05  0.4230E-05  0.1074E-07  0.1074E-07  0.4840E-07  0.3221E-07  0.3221E-07  0.1452E-06  0.4827E-08  0.4827E-08  0.2492E-07  0.1460E-09  0.1460E-09  0.8468E-09
0.2350E+02  0.2542E-03  0.1833E-04  0.5500E-04  0.4225E-04  0.1408E-04  0.4225E-04  0.7042E-04  0.7247E-06  0.2174E-05  0.2188E-05  0.7292E-06  0.2188E-05  0.3646E-05  0.8489E-08  0.8489E-08  0.3915E-07  0.2547E-07  0.2547E-07  0.1174E-06  0.3724E-08  0.3724E-08  0.1951E-07  0.1097E-09  0.1097E-09  0.6474E-09
0.2400E+02  0.2252E-03  0.1610E-04  0.4830E-04  0.3764E-04  0.1255E-04  0.3764E-04  0.6274E-04  0.6155E-06  0.1847E-05  0.1886E-05  0.6288E-06  0.1886E-05  0.3144E-05  0.6744E-08  0.6744E-08  0.3135E-07  0.2023E-07  0.2023E-07  0.9406E-07  0.2880E-08  0.2880E-08  0.1535E-07  0.8278E-10  0.8278E-10  0.4958E-09
0.2450E+02  0.1997E-03  0.1416E-04  0.4248E-04  0.3357E-04  0.1119E-04  0.3357E-04  0.5595E-04  0.5236E-06  0.1571E-05  0.1628E-05  0.5428E-06  0.1628E-05  0.2714E-05  0.5387E-08  0.5387E-08  0.2534E-07  0.1616E-07  0.1616E-07  0.7603E-07  0.2229E-08  0.2229E-08  0.1205E-07  0.6282E-10  0.6282E-10  0.3800E-09
0.2500E+02  0.1773E-03  0.1246E-04  0.3739E-04  0.2997E-04  0.9990E-05  0.2997E-04  0.4995E-04  0.4462E-06  0.1339E-05  0.1408E-05  0.4692E-06  0.1408E-05  0.2346E-05  0.4294E-08  0.4294E-08  0.2051E-07  0.1288E-07  0.1288E-07  0.6154E-07  0.1744E-08  0.1744E-08  0.9513E-08  0.4751E-10  0.4751E-10  0.2929E-09
0.2550E+02  0.1575E-03  0.1099E-04  0.3296E-04  0.2677E-04  0.8924E-05  0.2677E-04  0.4462E-04  0.3808E-06  0.1142E-05  0.1219E-05  0.4062E-06  0.1219E-05  0.2031E-05  0.3433E-08  0.3433E-08  0.1660E-07  0.1030E-07  0.1030E-07  0.4980E-07  0.1349E-08  0.1349E-08  0.7505E-08  0.3627E-10  0.3627E-10  0.2248E-09
0.2600E+02  0.1401E-03  0.9686E-05  0.2906E-04  0.2394E-04  0.7979E-05  0.2394E-04  0.3989E-04  0.3252E-06  0.9757E-06  0.1055E-05  0.3517E-06  0.1055E-05  0.1758E-05  0.2752E-08  0.2752E-08  0.1348E-07  0.8257E-08  0.8257E-08  0.4043E-07  0.1053E-08  0.1053E-08  0.5932E-08  0.2752E-10  0.2752E-10  0.1737E-09
0.2650E+02  0.1246E-03  0.8550E-05  0.2565E-04  0.2140E-04  0.7134E-05  0.2140E-04  0.3567E-04  0.2781E-06  0.8344E-06  0.9149E-06  0.3050E-06  0.9149E-06  0.1525E-05  0.2205E-08  0.2205E-08  0.1094E-07  0.6616E-08  0.6616E-08  0.3281E-07  0.8229E-09  0.8229E-09  0.4717E-08  0.2102E-10  0.2102E-10  0.1345E-09
